Feature,key1,key2
CONTAINERS_SECURITYCONTEXT_runAsUser,podspec_containers_securityContext_runAsUser,deploymentspec_template_spec_containers_securityContext_runAsUser
CONTAINERS_SECURITYCONTEXT_appArmorProfile,podspec_containers_securityContext_appArmorProfile,deploymentspec_template_spec_containers_securityContext_appArmorProfile
CONTAINERS_APPARMORPROFILE_localhostProfile,podspec_containers_securityContext_appArmorProfile_localhostProfile,deploymentspec_template_spec_containers_securityContext_appArmorProfile_localhostProfile
CONTAINERS_APPARMORPROFILE_type,podspec_containers_securityContext_appArmorProfile_type,deploymentspec_template_spec_containers_securityContext_appArmorProfile_type
CONTAINERS_SECURITYCONTEXT_appArmorProfile,podspec_containers_securityContext_appArmorProfile,deploymentspec_template_spec_containers_securityContext_appArmorProfile
CONTAINERS_APPARMORPROFILE_localhostProfile,podspec_containers_securityContext_appArmorProfile_localhostProfile,deploymentspec_template_spec_containers_securityContext_appArmorProfile_localhostProfile
CONTAINERS_APPARMORPROFILE_type,podspec_containers_securityContext_appArmorProfile_type,deploymentspec_template_spec_containers_securityContext_appArmorProfile_type
CONTAINERS_APPARMORPROFILE_TYPE_LocalHost,-,-
CONTAINERS_APPARMORPROFILE_TYPE_RuntimeDefault,-,-
CONTAINERS_APPARMORPROFILE_TYPE_Unconfined,-,-
CONTAINERS_SECURITYCONTEXT_capabilities,podspec_containers_securityContext_capabilities,deploymentspec_template_spec_containers_securityContext_capabilities
CONTAINERS_CAPABILITIES_add,podspec_containers_securityContext_capabilities_add,deploymentspec_template_spec_containers_securityContext_capabilities_add
CONTAINERS_addedCapabilities,-,-
CONTAINERS_CAPABILITIES_drop,podspec_containers_securityContext_capabilities_drop,deploymentspec_template_spec_containers_securityContext_capabilities_drop
CONTAINERS_removedCapabilities,-,-
CONTAINERS_SECURITYCONTEXT_seLinuxOptions,spec_containers_securityContext_seLinuxOptions,deploymentspec_template_spec_containers_securityContext_seLinuxOptions
CONTAINERS_SELINUXOPTIONS_level,podspec_containers_securityContext_seLinuxOptions_level,deploymentspec_template_spec_containers_securityContext_seLinuxOptions_level
CONTAINERS_SELINUXOPTIONS_role,podspec_containers_securityContext_seLinuxOptions_role,deploymentspec_template_spec_containers_securityContext_seLinuxOptions_role
CONTAINERS_SELINUXOPTIONS_type,podspec_containers_securityContext_seLinuxOptions_type,deploymentspec_template_spec_containers_securityContext_seLinuxOptions_type
CONTAINERS_SELINUXOPTIONS_user,podspec_containers_securityContext_seLinuxOptions_user,deploymentspec_template_spec_containers_securityContext_seLinuxOptions_user
CONTAINERS_SECURITYCONTEXT_seccompProfile,podspec_containers_securityContext_seccompProfile,deploymentspec_template_spec_containers_securityContext_seccompProfile
CONTAINERS_SECCOMPROFILE_localhostProfile,podspec_containers_securityContext_seccompProfile_localhostProfile,deploymentspec_template_spec_containers_securityContext_seccompProfile_localhostProfile
CONTAINERS_SECCOMPROFILE_type,podspec_containers_securityContext_seccompProfile_type,deploymentspec_template_spec_containers_securityContext_seccompProfile_type
CONTAINERS_SECCOMPROFILE_Type_LocalHost,-,-
CONTAINERS_SECCOMPROFILE_Type_RuntimeDefault,-,-
CONTAINERS_SECCOMPROFILE_Type_Unconfined,-,-
CONTAINERS_SECURITYCONTEXT_windowsOptions,podspec_containers_securityContext_windowsOptions,deploymentspec_template_spec_containers_securityContext_windowsOptions
CONTAINERS_WINDOWSOPTIONS_gmsaCredentialSpec,podspec_containers_securityContext_windowsOptions_gmsaCredentialSpec,deploymentspec_template_spec_containers_securityContext_windowsOptions_gmsaCredentialSpec
CONTAINERS_WINDOWSOPTIONS_gmsaCredentialSpecName,podspec_containers_securityContext_windowsOptions_gmsaCredentialSpecName,deploymentspec_template_spec_containers_securityContext_windowsOptions_gmsaCredentialSpecName
CONTAINERS_WINDOWSOPTIONS_hostProcess,podspec_containers_securityContext_windowsOptions_hostProcess,deploymentspec_template_spec_containers_securityContext_windowsOptions_hostProcess
CONTAINERS_WINDOWSOPTIONS_runAsUserName,podspec_containers_securityContext_windowsOptions_runAsUserName,deploymentspec_template_spec_containers_securityContext_windowsOptions_runAsUserName
CONTAINERS_startupProbe,podspec_containers_startupProbe,deploymentspec_template_spec_containers_startupProbe
STARTUPPROBE_exec,podspec_containers_startupProbe_exec,deploymentspec_template_spec_containers_startupProbe_exec
STARTUPPROBE_EXEC_command,podspec_containers_startupProbe_exec_command,deploymentspec_template_spec_containers_startupProbe_exec_command
STARTUPPROBE_failureThreshold,podspec_containers_startupProbe_failureThreshold,deploymentspec_template_spec_containers_startupProbe_failureThreshold
STARTUPPROBE_grpc,podspec_containers_startupProbe_grpc,deploymentspec_template_spec_containers_startupProbe_grpc
STARTUPPROBE_GRPC_port,podspec_containers_startupProbe_grpc_port,deploymentspec_template_spec_containers_startupProbe_grpc_port
STARTUPPROBE_GRPC_service,podspec_containers_startupProbe_grpc_service,deploymentspec_template_spec_containers_startupProbe_grpc_service
STARTUPPROBE_httpGet,podspec_containers_startupProbe_httpGet,deploymentspec_template_spec_containers_startupProbe_httpGet
STARTUPPROBE_HTTPGET_host,podspec_containers_startupProbe_httpGet_host,deploymentspec_template_spec_containers_startupProbe_httpGet_host
STARTUPPROBE_HTTPGET_httpHeaders,podspec_containers_startupProbe_httpGet_httpHeaders,deploymentspec_template_spec_containers_startupProbe_httpGet_httpHeaders
STARTUPPROBE_HTTPHEADERS_name,podspec_containers_startupProbe_httpGet_httpHeaders_name,deploymentspec_template_spec_containers_startupProbe_httpGet_httpHeaders_name
STARTUPPROBE_HTTPHEADERS_value,podspec_containers_startupProbe_httpGet_httpHeaders_value,deploymentspec_template_spec_containers_startupProbe_httpGet_httpHeaders_value
STARTUPPROBE_HTTPGET_path,podspec_containers_startupProbe_httpGet_path,deploymentspec_template_spec_containers_startupProbe_httpGet_path
STARTUPPROBE_HTTPGET_port,podspec_containers_startupProbe_httpGet_port,deploymentspec_template_spec_containers_startupProbe_httpGet_port
STARTUPPROBE_HTTPGET_scheme,podspec_containers_startupProbe_httpGet_scheme,deploymentspec_template_spec_containers_startupProbe_httpGet_scheme
STARTUPPROBE_initialDelaySeconds,podspec_containers_startupProbe_initialDelaySeconds,deploymentspec_template_spec_containers_startupProbe_initialDelaySeconds
STARTUPPROBE_periodSeconds,podspec_containers_startupProbe_periodSeconds,deploymentspec_template_spec_containers_startupProbe_periodSeconds
STARTUPPROBE_successThreshold,podspec_containers_startupProbe_successThreshold,deploymentspec_template_spec_containers_startupProbe_successThreshold
STARTUPPROBE_timeoutSeconds,podspec_containers_startupProbe_timeoutSeconds,deploymentspec_template_spec_containers_startupProbe_timeoutSeconds
STARTUPPROBE_tcpSocket,podspec_containers_startupProbe_tcpSocket,deploymentspec_template_spec_containers_startupProbe_tcpSocket
STARTUPPROBE_TCPSOCKET_port,podspec_containers_startupProbe_tcpSocket_port,deploymentspec_template_spec_containers_startupProbe_tcpSocket_port
STARTUPPROBE_TCPSOCKET_host,podspec_containers_startupProbe_tcpSocket_host,deploymentspec_template_spec_containers_startupProbe_tcpSocket_host
STARTUPPROBE_terminationGracePeriodSeconds,podspec_containers_startupProbe_terminationGracePeriodSeconds,deploymentspec_template_spec_containers_startupProbe_terminationGracePeriodSeconds
CONTAINERS_stdin,podspec_containers_stdin,deploymentspec_template_spec_containers_stdin
CONTAINERS_stdinOnce,podspec_containers_stdinOnce,deploymentspec_template_spec_containers_stdinOnce
CONTAINERS_terminationMessagePath,podspec_containers_terminationMessagePath,deploymentspec_template_spec_containers_terminationMessagePath
CONTAINERS_terminationMessagePolicy,podspec_containers_terminationMessagePolicy,deploymentspec_template_spec_containers_terminationMessagePolicy
CONTAINERS_tty,podspec_containers_tty,deploymentspec_template_spec_containers_tty
CONTAINERS_volumeDevices,podspec_containers_volumeDevices,deploymentspec_template_spec_containers_volumeDevices
VOLUMEDEVICES_devicePath,podspec_containers_volumeDevices_devicePath,deploymentspec_template_spec_containers_volumeDevices_devicePath
VOLUMEDEVICES_name,podspec_containers_volumeDevices_name,deploymentspec_template_spec_containers_volumeDevices_name
CONTAINERS_volumeMounts,podspec_containers_volumeMounts,deploymentspec_template_spec_containers_volumeMounts
VOLUMEMOUNTS_mountPath,podspec_containers_volumeMounts_mountPath,deploymentspec_template_spec_containers_volumeMounts_mountPath
VOLUMEMOUNTS_name,podspec_containers_volumeMounts_name,deploymentspec_template_spec_containers_volumeMounts_name
VOLUMEMOUNTS_readonly,podspec_containers_volumeMounts_readonly,deploymentspec_template_spec_containers_volumeMounts_readonly
VOLUMEMOUNTS_mountPropagation,podspec_containers_volumeMounts_mountPropagation,deploymentspec_template_spec_containers_volumeMounts_mountPropagation
VOLUMEMOUNTS_recursiveReadOnly,podspec_containers_volumeMounts_recursiveReadOnly,deploymentspec_template_spec_containers_volumeMounts_recursiveReadOnly
VOLUMEMOUNTS_subPath,podspec_containers_volumeMounts_subPath,deploymentspec_template_spec_containers_volumeMounts_subPath
VOLUMEMOUNTS_subPathExpr,podspec_containers_volumeMounts_subPathExpr,deploymentspec_template_spec_containers_volumeMounts_subPathExpr
CONTAINERS_workingDir,podspec_containers_workingDir,deploymentspec_template_spec_containers_workingDir
PODSPEC_initContainers,podspec_initContainers,deploymentspec_template_spec_initContainers
INITCONTAINERS_name,podspec_initContainers_name,deploymentspec_template_spec_initContainers_name
INITCONTAINERS_image,podspec_initContainers_image,deploymentspec_template_spec_initContainers_image
INITCONTAINERS_securityContext,podspec_initContainers_securityContext,deploymentspec_template_spec_initContainers_securityContext
INITCONTAINERS_SECURITYCONTEXT_allowPrivilegeEscalation,podspec_initContainers_securityContext_allowPrivilegeEscalation,deploymentspec_template_spec_initContainers_securityContext_allowPrivilegeEscalation
INITCONTAINERS_SECURITYCONTEXT_privileged,podspec_initContainers_securityContext_privileged,deploymentspec_template_spec_initContainers_securityContext_privileged
INITCONTAINERS_SECURITYCONTEXT_procMount,podspec_initContainers_securityContext_procMount,deploymentspec_template_spec_initContainers_securityContext_procMount
INITCONTAINERS_SECURITYCONTEXT_readOnlyRootFilesystem,podspec_initContainers_securityContext_readOnlyRootFilesystem,deploymentspec_template_spec_initContainers_securityContext_readOnlyRootFilesystem
INITCONTAINERS_SECURITYCONTEXT_runAsGroup,podspec_initContainers_securityContext_runAsGroup,deploymentspec_template_spec_initContainers_securityContext_runAsGroup
INITCONTAINERS_SECURITYCONTEXT_runAsNonRoot,podspec_initContainers_securityContext_runAsNonRoot,deploymentspec_template_spec_initContainers_securityContext_runAsNonRoot
INITCONTAINERS_SECURITYCONTEXT_runAsUser,podspec_initContainers_securityContext_runAsUser,deploymentspec_template_spec_initContainers_securityContext_runAsUser
INITCONTAINERS_SECURITYCONTEXT_appArmorProfile,podspec_initContainers_securityContext_appArmorProfile,deploymentspec_template_spec_initContainers_securityContext_appArmorProfile
INITCONTAINERS_APPARMORPROFILE_localhostProfile,podspec_initContainers_securityContext_appArmorProfile_localhostProfile,deploymentspec_template_spec_initContainers_securityContext_appArmorProfile_localhostProfile
INITCONTAINERS_APPARMORPROFILE_type,podspec_initContainers_securityContext_appArmorProfile_type,deploymentspec_template_spec_initContainers_securityContext_appArmorProfile_type
INITCONTAINERS_APPARMORPROFILE_TYPE_LocalHost,-,-
INITCONTAINERS_APPARMORPROFILE_TYPE_RuntimeDefault,-,-
INITCONTAINERS_APPARMORPROFILE_TYPE_Unconfined,-,-
INITCONTAINERS_SECURITYCONTEXT_capabilities,podspec_initContainers_securityContext_capabilities,deploymentspec_template_spec_initContainers_securityContext_capabilities
INITCONTAINERS_CAPABILITIES_add,podspec_initContainers_securityContext_capabilities_add,deploymentspec_template_spec_initContainers_securityContext_capabilities_add
INITCONTAINERS_addedCapabilities,-,-
INITCONTAINERS_CAPABILITIES_drop,podspec_initContainers_securityContext_capabilities_drop,deploymentspec_template_spec_initContainers_securityContext_capabilities_drop
INITCONTAINERS_removedCapabilities,-,-
INITCONTAINERS_SECURITYCONTEXT_seLinuxOptions,podspec_initContainers_securityContext_seLinuxOptions,deploymentspec_template_spec_initContainers_securityContext_seLinuxOptions
INITCONTAINERS_SELINUXOPTIONS_level,podspec_initContainers_securityContext_seLinuxOptions_level,deploymentspec_template_spec_initContainers_securityContext_seLinuxOptions_level
INITCONTAINERS_SELINUXOPTIONS_role,podspec_initContainers_securityContext_seLinuxOptions_role,deploymentspec_template_spec_initContainers_securityContext_seLinuxOptions_role
INITCONTAINERS_SELINUXOPTIONS_type,podspec_initContainers_securityContext_seLinuxOptions_type,deploymentspec_template_spec_initContainers_securityContext_seLinuxOptions_type
INITCONTAINERS_SELINUXOPTIONS_user,podspec_initContainers_securityContext_seLinuxOptions_user,deploymentspec_template_spec_initContainers_securityContext_seLinuxOptions_user
INITCONTAINERS_SECURITYCONTEXT_seccompProfile,podspec_initContainers_securityContext_seccompProfile,deploymentspec_template_spec_initContainers_securityContext_seccompProfile
INITCONTAINERS_SECCOMPROFILE_localhostProfile,podspec_initContainers_securityContext_seccompProfile_localhostProfile,deploymentspec_template_spec_initContainers_securityContext_seccompProfile_localhostProfile
INITCONTAINERS_SECCOMPROFILE_type,podspec_initContainers_securityContext_seccompProfile_type,deploymentspec_template_spec_initContainers_securityContext_seccompProfile_type
INITCONTAINERS_SECCOMPROFILE_Type_LocalHost,-,-
INITCONTAINERS_SECCOMPROFILE_Type_RuntimeDefault,-,-
INITCONTAINERS_SECCOMPROFILE_Type_Unconfined,-,-
INITCONTAINERS_SECURITYCONTEXT_windowsOptions,podspec_initContainers_securityContext_windowsOptions,deploymentspec_template_spec_initContainers_securityContext_windowsOptions
INITCONTAINERS_WINDOWSOPTIONS_gmsaCredentialSpec,podspec_initContainers_securityContext_windowsOptions_gmsaCredentialSpec,deploymentspec_template_spec_initContainers_securityContext_windowsOptions_gmsaCredentialSpec
INITCONTAINERS_WINDOWSOPTIONS_gmsaCredentialSpecName,podspec_initContainers_securityContext_windowsOptions_gmsaCredentialSpecName,deploymentspec_template_spec_initContainers_securityContext_windowsOptions_gmsaCredentialSpecName
INITCONTAINERS_WINDOWSOPTIONS_hostProcess,podspec_initContainers_securityContext_windowsOptions_hostProcess,deploymentspec_template_spec_initContainers_securityContext_windowsOptions_hostProcess
INITCONTAINERS_WINDOWSOPTIONS_runAsUserName,podspec_initContainers_securityContext_windowsOptions_runAsUserName,deploymentspec_template_spec_initContainers_securityContext_windowsOptions_runAsUserName
PODSPEC_activeDeadlineSeconds,podspec_activeDeadlineSeconds,deploymentspec_template_spec_activeDeadlineSeconds
PODSPEC_affinity,podspec_affinity,deploymentspec_template_spec_affinity
AFFINITY_nodeAffinity,podspec_affinity_nodeAffinity,deploymentspec_template_spec_affinity_nodeAffinity
AFFINITY_podAffinity,podspec_affinity_podAffinity,deploymentspec_template_spec_affinity_podAffinity
AFFINITY_podAntiAffinity,podspec_affinity_podAntiAffinity,deploymentspec_template_spec_affinity_podAntiAffinity
PODSPEC_automountServiceAccountToken,podspec_automountServiceAccountToken,deploymentspec_template_spec_automountServiceAccountToken
PODSPEC_dnsPolicy,podspec_dnsPolicy,deploymentspec_template_spec_dnsPolicy
DNSPOLICY_ClusterFirstWithHostNet,-,-
DNSPOLICY_ClusterFirst,-,-
DNSPOLICY_Default,-,-
DNSPOLICY_None,-,-
PODSPEC_enableServiceLinks,podspec_enableServiceLinks,deploymentspec_template_spec_enableServiceLinks
PODSPEC_hostIPC,podspec_hostIPC,deploymentspec_template_spec_hostIPC
PODSPEC_hostNetwork,podspec_hostNetwork,deploymentspec_template_spec_hostNetwork
PODSPEC_hostPID,spec_hostPID,deploymentspec_template_spec_hostPID
PODSPEC_hostUsers,podspec_hostUsers,deploymentspec_template_spec_hostUsers
PODSPEC_hostname,podspec_hostname,deploymentspec_template_spec_hostname
PODSPEC_nodeName,podspec_nodeName,deploymentspec_template_spec_nodeName
PODSPEC_Volumes,podspec_volumes,deploymentspec_template_spec_volumes
VOLUMES_name,podspec_volumes_name,deploymentspec_template_spec_volumes_name
VOLUMES_type,podspec_volumes_type,deploymentspec_template_spec_volumes_type
emptyDir,podspec_volumesemptyDir,deploymentspec_template_spec_volumesemptyDir
EMPTYDIR_medium,podspec_volumesemptyDir_medium,deploymentspec_template_spec_volumesemptyDir_medium
EMPTYDIR_MEDIUM_memory,-,-
EMPTYDIR_MEDIUM_default,-,-
EMPTYDIR_sizeLimit,podspec_volumesemptyDir_sizeLimit,deploymentspec_template_spec_volumesemptyDir_sizeLimit
hostPath,podspec_volumeshostPath,deploymentspec_template_spec_volumeshostPath
HOSTPATH_path,podspec_volumeshostPath_path,deploymentspec_template_spec_volumeshostPath_path
HOSTPATH_type,podspec_volumeshostPath_type,deploymentspec_template_spec_volumeshostPath_type
persistentVolumeClaim,podspec_volumespersistentVolumeClaim,deploymentspec_template_spec_volumespersistentVolumeClaim
PERSISTENTVOLUMECLAIM_claimName,podspec_volumespersistentvolumeclaim_claimName,deploymentspec_template_spec_volumespersistentvolumeclaim_claimName
PERSISTENTVOLUMECLAIM_readOnly,podspec_volumespersistentvolumeclaim_readOnly,deploymentspec_template_spec_volumespersistentvolumeclaim_readOnly
configMap,podspec_volumesconfigMap,deploymentspec_template_spec_volumesconfigMap
CONFIGMAP_name,podspec_volumesconfigMap_name,deploymentspec_template_spec_volumesconfigMap_name
CONFIGMAP_optional,podspec_volumesconfigMap_optional,deploymentspec_template_spec_volumesconfigMap_optional
CONFIGMAP_defaultMode,podspec_volumesconfigMap_defaultMode,deploymentspec_template_spec_volumesconfigMap_defaultMode
CONFIGMAP_items,podspec_volumesconfigMap_items,deploymentspec_template_spec_volumesconfigMap_items
CONFIGMAP_ITEMS_key,podspec_volumesconfigMap_items_key,deploymentspec_template_spec_volumesconfigMap_items_key
CONFIGMAP_ITEMS_mode,podspec_volumesconfigMap_items_mode,deploymentspec_template_spec_volumesconfigMap_items_mode
CONFIGMAP_ITEMS_path,podspec_volumesconfigMap_items_path,deploymentspec_template_spec_volumesconfigMap_items_path
secret,podspec_volumessecret,deploymentspec_template_spec_volumessecret
SECRET_secretName,podspec_volumessecret_secretName,deploymentspec_template_spec_volumessecret_secretName
SECRET_optional,podspec_volumessecret_optional,deploymentspec_template_spec_volumessecret_optional
SECRET_defaultMode,podspec_volumessecret_defaultMode,deploymentspec_template_spec_volumessecret_defaultMode
SECRET_items,podspec_volumessecret_items,deploymentspec_template_spec_volumessecret_items
SECRET_ITEMS_key,podspec_volumessecret_items_key,deploymentspec_template_spec_volumessecret_items_key
SECRET_ITEMS_mode,podspec_volumessecret_items_mode,deploymentspec_template_spec_volumessecret_items_mode
SECRET_ITEMS_path,podspec_volumessecret_items_path,deploymentspec_template_spec_volumessecret_items_path
nfs,podspec_volumes_nfs,deploymentspec_template_spec_volumes_nfs
NFS_path,podspec_volumes_nfs_path,deploymentspec_template_spec_volumes_nfs_path
NFS_server,podspec_volumes_nfs_server,deploymentspec_template_spec_volumes_nfs_server
NFS_readOnly,podspec_volumes_nfs_readOnly,deploymentspec_template_spec_volumes_nfs_readOnly
csi,podspec_volumes_csi,deploymentspec_template_spec_volumes_csi
CSI_driver,podspec_volumes_csi_driver,deploymentspec_template_spec_volumes_csi_driver
CSI_volumeAttributes,podspec_volumes_csi_volumeAttributes,deploymentspec_template_spec_volumes_csi_volumeAttributes
CSI_readOnly,podspec_volumes_csi_readOnly,deploymentspec_template_spec_volumes_csi_readOnly
CSI_fsType,podspec_volumes_csi_fsType,deploymentspec_template_spec_volumes_csi_fsType
CSI_nodePublichSecretRef,podspec_volumes_csi_nodePublishSecretRef,deploymentspec_template_spec_volumes_csi_nodePublishSecretRef
CSI_NODEPUBLISHSECRETREF_name,podspec_volumes_csi_nodePublishSecretRef_name,deploymentspec_template_spec_volumes_csi_nodePublishSecretRef_name
downwardAPI,podspec_volumes_downwardAPI,deploymentspec_template_spec_volumes_downwardAPI
DOWNWARDAPI_items,podspec_volumes_downwardAPI_items,deploymentspec_template_spec_volumes_downwardAPI_items
DOWNWARDAPI_ITEMS_fieldRef,podspec_volumes_downwardAPI_items_fieldRef,deploymentspec_template_spec_volumes_downwardAPI_items_fieldRef
DOWNWARDAPI_ITEMS_FIELDREF_apiVersion,podspec_volumes_downwardAPI_items_fieldRef_apiVersion,deploymentspec_template_spec_volumes_downwardAPI_items_fieldRef_apiVersion
DOWNWARDAPI_ITEMS_FIELDREF_fieldPath,podspec_volumes_downwardAPI_items_fieldRef_fieldPath,deploymentspec_template_spec_volumes_downwardAPI_items_fieldRef_fieldPath
DOWNWARDAPI_ITEMS_path,podspec_volumes_downwardAPI_items_path,deploymentspec_template_spec_volumes_downwardAPI_items_path
DOWNWARDAPI_mode,podspec_volumes_downwardAPI_mode,deploymentspec_template_spec_volumes_downwardAPI_mode
DOWNWARDAPI_ITEMS_resourceFieldRef,podspec_volumes_downwardAPI_items_resourceFieldRef,deploymentspec_template_spec_volumes_downwardAPI_items_resourceFieldRef
DOWNWARDAPI_ITEMS_RESOURCEFIELDREF_containerName,podspec_volumes_downwardAPI_items_resourceFieldRef_containerName,deploymentspec_template_spec_volumes_downwardAPI_items_resourceFieldRef_containerName
DOWNWARDAPI_ITEMS_RESOURCEFIELDREF_resource,podspec_volumes_downwardAPI_items_resourceFieldRef_resource,deploymentspec_template_spec_volumes_downwardAPI_items_resourceFieldRef_resource
DOWNWARDAPI_ITEMS_RESOURCEFIELDREF_divisor,podspec_volumes_downwardAPI_items_resourceFieldRef_divisor,deploymentspec_template_spec_volumes_downwardAPI_items_resourceFieldRef_divisor
DOWNWARDAPI_defaultMode,podspec_volumes_downwardAPI_defaultMode,deploymentspec_template_spec_volumes_downwardAPI_defaultMode
ephemeral,podspec_volumes_ephemeral,deploymentspec_template_spec_volumes_ephemeral
EPHEMERAL_volumeClaimTemplate,podspec_volumes_ephemeral_volumeClaimTemplate,deploymentspec_template_spec_volumes_ephemeral_volumeClaimTemplate
EPHEMERAL_VOLUMECLAIMTEMPLATE_spec,podspec_volumes_ephemeral_volumeClaimTemplate_spec,deploymentspec_template_spec_volumes_ephemeral_volumeClaimTemplate_spec
EPHEMERAL_VOLUMECLAIMTEMPLATE_metadata,podspec_volumes_ephemeral_volumeClaimTemplate_metadata,deploymentspec_template_spec_volumes_ephemeral_volumeClaimTemplate_metadata
fc,podspec_volumes_fc,deploymentspec_template_spec_volumes_fc
FC_fsType,podspec_volumes_fc_fsType,deploymentspec_template_spec_volumes_fc_fsType
FC_readOnly,podspec_volumes_fc_readOnly,deploymentspec_template_spec_volumes_fc_readOnly
FC_lun,podspec_volumes_fc_lun,deploymentspec_template_spec_volumes_fc_lun
FC_targetWWNs,podspec_volumes_fc_targetWWNs,deploymentspec_template_spec_volumes_fc_targetWWNs
FC_wwids,podspec_volumes_fc_wwids,deploymentspec_template_spec_volumes_fc_wwids
FC_WWIDS_wwid,podspec_volumes_fc_wwids_wwid,deploymentspec_template_spec_volumes_fc_wwids_wwid
flocker,podspec_volumes_flocker,deploymentspec_template_spec_volumes_flocker
FLOCKER_datsetUUID,podspec_volumes_flocker_datasetUUID,deploymentspec_template_spec_volumes_flocker_datasetUUID
FLOCKER_datasetName,podspec_volumes_flocker_datasetName,deploymentspec_template_spec_volumes_flocker_datasetName
iscsi,podspec_volumes_iscsi,deploymentspec_template_spec_volumes_iscsi
ISCSI_targetPortal,podspec_volumes_iscsi_targetPortal,deploymentspec_template_spec_volumes_iscsi_targetPortal
ISCSI_fsType,podspec_volumes_iscsi_fsType,deploymentspec_template_spec_volumes_iscsi_fsType
ISCSI_lun,podspec_volumes_iscsi_lun,deploymentspec_template_spec_volumes_iscsi_lun
ISCSI_iqn,podspec_volumes_iscsi_iqn,deploymentspec_template_spec_volumes_iscsi_iqn
ISCSI_chapAuthDiscovery,podspec_volumes_iscsi_chapAuthDiscovery,deploymentspec_template_spec_volumes_iscsi_chapAuthDiscovery
ISCSI_chapAuthSession,podspec_volumes_iscsi_chapAuthSession,deploymentspec_template_spec_volumes_iscsi_chapAuthSession
ISCSI_initiatorName,podspec_volumes_iscsi_initiatorName,deploymentspec_template_spec_volumes_iscsi_initiatorName
ISCSI_iscsiInterface,podspec_volumes_iscsi_iscsiInterface,deploymentspec_template_spec_volumes_iscsi_iscsiInterface
ISCSI_portals,podspec_volumes_iscsi_portals,deploymentspec_template_spec_volumes_iscsi_portals
ISCSI_PORTALS_portal,podspec_volumes_iscsi_portals_portal,deploymentspec_template_spec_volumes_iscsi_portals_portal
ISCSI_readOnly,podspec_volumes_iscsi_readOnly,deploymentspec_template_spec_volumes_iscsi_readOnly
ISCSI_secretRef,podspec_volumes_iscsi_secretRef,deploymentspec_template_spec_volumes_iscsi_secretRef
ISCSI_SECRETREF_name,podspec_volumes_iscsi_secretRef_name,deploymentspec_template_spec_volumes_iscsi_secretRef_name
photonPersistentDisk,podspec_volumes_photonPersistentDisk,deploymentspec_template_spec_volumes_photonPersistentDisk
PHOTONPERSISTENTDISK_pdID,podspec_volumes_photonPersistentDisk_pdID,deploymentspec_template_spec_volumes_photonPersistentDisk_pdID
PHOTONPERSISTENTDISK_fsType,podspec_volumes_photonPersistentDisk_fsType,deploymentspec_template_spec_volumes_photonPersistentDisk_fsType
projected,podspec_volumes_projected,deploymentspec_template_spec_volumes_projected
PROJECTED_defaultmode,podspec_volumes_projected_defaultMode,deploymentspec_template_spec_volumes_projected_defaultMode
PROJECTED_sources,podspec_volumes_projected_sources,deploymentspec_template_spec_volumes_projected_sources
PROJECTED_SOURCES_clusterTrustBundle,podspec_volumes_projected_sources_clusterTrustBundle,deploymentspec_template_spec_volumes_projected_sources_clusterTrustBundle
PROJECTED_SOURCES_configMap,podspec_volumes_projected_sources_configMap,deploymentspec_template_spec_volumes_projected_sources_configMap
PROJECTED_SOURCES_downwardAPI,podspec_volumes_projected_sources_downwardAPI,deploymentspec_template_spec_volumes_projected_sources_downwardAPI
PROJECTED_SOURCES_secret,podspec_volumes_projected_sources_secret,deploymentspec_template_spec_volumes_projected_sources_secret
PROJECTED_SOURCES_serviceAccountToken,podspec_volumes_projected_sources_serviceAccountToken,deploymentspec_template_spec_volumes_projected_sources_serviceAccountToken
quobyte,podspec_volumes_quobyte,deploymentspec_template_spec_volumes_quobyte
QUOBYTE_volume,podspec_volumes_quobyte_volume,deploymentspec_template_spec_volumes_quobyte_volume
QUOBYTE_group,podspec_volumes_quobyte_group,deploymentspec_template_spec_volumes_quobyte_group
QUOBYTE_readOnly,podspec_volumes_quobyte_readOnly,deploymentspec_template_spec_volumes_quobyte_readOnly
QUOBYTE_registry,podspec_volumes_quobyte_registry,deploymentspec_template_spec_volumes_quobyte_registry
QUOBYTE_tenant,podspec_volumes_quobyte_tenant,deploymentspec_template_spec_volumes_quobyte_tenant
QUOBYTE_user,podspec_volumes_quobyte_user,deploymentspec_template_spec_volumes_quobyte_user
rbd,podspec_volumes_rbd,deploymentspec_template_spec_volumes_rbd
RBD_image,podspec_volumes_rbd_image,deploymentspec_template_spec_volumes_rbd_image
RBD_monitors,podspec_volumes_rbd_monitors,deploymentspec_template_spec_volumes_rbd_monitors
RBD_MONITORS_monitor,podspec_volumes_rbd_monitors_monitor,deploymentspec_template_spec_volumes_rbd_monitors_monitor
RBD_pool,podspec_volumes_rbd_pool,deploymentspec_template_spec_volumes_rbd_pool
RBD_fsType,podspec_volumes_rbd_fsType,deploymentspec_template_spec_volumes_rbd_fsType
RBD_readOnly,podspec_volumes_rbd_readOnly,deploymentspec_template_spec_volumes_rbd_readOnly
RBD_secretRef,podspec_volumes_rbd_secretRef,deploymentspec_template_spec_volumes_rbd_secretRef
RBD_SECRETREF_name,podspec_volumes_rbd_secretRef_name,deploymentspec_template_spec_volumes_rbd_secretRef_name
RBD_keyring,podspec_volumes_rbd_keyring,deploymentspec_template_spec_volumes_rbd_keyring
